62353.919761,34,-0.206133,-0.755631,0.147907,-0.599354,7.033125,3.597319,0,0,0,0,0
62353.929771,34,-0.335702,-0.886877,0.210399,-0.402064,7.079827,3.666625,0,0,0,0,0
62353.939781,34,-0.382654,-0.794855,0.228021,-0.242945,6.928642,4.056564,0,0,0,0,0
62353.949791,34,-0.331918,-0.565468,0.209931,-0.076192,6.93448,4.459826,0,0,0,0,0
62353.95977,34,-0.17065,-0.230511,0.16059,-0.022154,7.01127,4.629124,0,0,0,0,0
62353.96978,34,0.056555,0.154599,0.099865,-0.122146,7.002588,4.463269,0,0,0,0,0
62353.979789,34,0.249963,0.400503,0.066029,-0.25971,7.080576,4.362678,0,0,0,0,0
62353.989799,34,0.366062,0.461289,0.088468,-0.419727,7.135661,4.109105,0,0,0,0,0
62353.999778,34,0.39618,0.364661,0.133921,-0.587379,7.213799,3.906277,0,0,0,0,0
62354.009788,34,0.326253,0.155336,0.15621,-0.616119,7.394623,3.760929,0,0,0,0,0
62354.019798,34,0.19242,-0.080702,0.16941,-0.55759,7.652536,3.729345,0,0,0,0,0
62354.029808,34,0.044748,-0.269179,0.207904,-0.502505,7.763905,3.846551,0,0,0,0,0
62354.039787,34,-0.053034,-0.35031,0.239964,-0.441133,7.824529,4.165538,0,0,0,0,0
62354.049797,34,-0.089283,-0.328175,0.241025,-0.313897,7.991731,4.44815,0,0,0,0,0
62354.059807,34,-0.105451,-0.260221,0.213877,-0.248633,8.193212,4.614604,0,0,0,0,0
62354.069786,34,-0.085513,-0.116819,0.185952,-0.229772,8.351732,4.651727,0,0,0,0,0
62354.079796,34,-0.045343,0.010793,0.148455,-0.238005,8.515941,4.724775,0,0,0,0,0
62354.089805,34,-0.021078,0.087435,0.110375,-0.320933,8.642727,4.653074,0,0,0,0,0
62354.101799,34,-0.048803,0.057737,0.088336,-0.457,8.801098,4.414919,0,0,0,0,0
62354.111808,34,-0.135915,-0.076299,0.101563,-0.516276,9.239237,4.759652,0,0,0,0,0
62354.121818,34,-0.240004,-0.280352,0.103695,-0.536784,9.459728,5.233567,0,0,0,0,0
62354.131797,34,-0.325004,-0.446106,0.096892,-0.411644,9.685908,5.84774,0,0,0,0,0
62354.141807,34,-0.378183,-0.520517,0.089205,-0.166604,9.720786,6.499784,0,0,0,0,0
62354.151817,34,-0.397462,-0.499268,0.066716,0.041015,9.639055,7.123986,0,0,0,0,0
62354.161827,34,-0.42849,-0.48966,0.029436,0.064216,9.606423,7.48234,0,0,0,0,0
62354.171806,34,-0.453214,-0.376177,0.012634,0.145497,9.534124,7.601792,0,0,0,0,0
62354.181816,34,-0.421461,-0.187363,0.035509,0.417931,9.447753,7.653135,0,0,0,0,0
62354.191826,34,-0.326766,-0.017497,0.077447,0.571661,9.336984,7.682774,0,0,0,0,0
62354.201835,34,-0.194669,0.03062,0.099913,0.691712,9.392668,7.588021,0,0,0,0,0
62354.211815,34,-0.062431,-0.035776,0.113695,0.925974,9.421109,7.411987,0,0,0,0,0
62354.221824,34,0.054861,-0.130758,0.104302,1.097218,9.377849,7.131021,0,0,0,0,0
62354.229608,7,0,-4.408486,0.110214,-16.789644,-0,1.064975,0,1635.883179,1635.883179,959.5,539.5
